Title,Rating,Votes,Runtimes,Budget,World_Gross,Country,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Family,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Short,Thriller,War,Western
Due Date,6.6,261915,95,"$65,000,000","$211,780,824 (Worldwide) (27 January 2011)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les ?gar?s,6.6,2617,95,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Spartan,6.6,26079,,"$19,250,000",,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Bernard and Doris,6.6,2597,103,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gui si,6.6,2596,,,,Taiwan,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
Gojira VS Mekagojira,6.6,2595,108,,"$16,816,849 (worldwide)",Japan,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Tytt? sin? olet t?hti,6.6,2594,102,,,Finland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
La ragazza del lago,6.6,2592,95,,,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Panjaa,6.6,2589,156,,,India,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tideland,6.6,25888,120,"$19,300,000","$197,659 (Worldwide) (15 April 2007)",UK,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"Was nicht passt, wird passend gemacht",6.6,2568,101,,,Germany,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'avare,6.6,2551,125,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 hommes et un couffin,6.6,2537,106,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Om Shanti Om,6.6,25310,162,,,India,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
Telmisseomding,6.6,2524,118,,,South Korea,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Friends with Benefits,6.6,251206,109,"$35,000,000","$149,542,245 (Worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5150 Rue des Ormes,6.6,2494,110,,,Canada,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Dong fang san xia,6.6,2494,88,,,Hong Kong,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deli Y?rek: Bumerang Cehennemi,6.6,2491,,"$2,000,000",,Turkey,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Der Eisb?r,6.6,2479,90,,,Germany,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Father's Little Dividend,6.6,2472,82,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I quattro dell'Ave Maria,6.6,2462,132,,,Italy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Muyeong geom,6.6,2459,117,,,South Korea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrashin',6.6,2435,93,,,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
True Crime,6.6,24303,127,"$55,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Jason's Lyric,6.6,2423,,"$7,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Love Is the Devil: Study for a Portrait of Francis Bacon,6.6,2405,91,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Egyptian,6.6,2394,139,"$5,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Baiohaz?do: Dijener?shon,6.6,23859,,,"$5,090,936 (Worldwide) (9 August 2012)",Japan,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Alle Anderen,6.6,2382,119,,,Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Helmi? ja sikoja,6.6,2381,,,,Finland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After Dark, My Sweet",6.6,2377,114,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Yeh Dillagi,6.6,2375,155,,,India,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
The Prophecy,6.6,23569,98,"$8,000,000",,USA,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
A Walk in the Clouds,6.6,23486,102,"$20,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Long xiao ye,6.6,2343,94,,,Hong Kong,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Premature Burial,6.6,2338,81,,,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Farv?l Falkenberg,6.6,2316,,,,Sweden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Price Above Rubies,6.6,2306,117,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pr?nom Carmen,6.6,2302,85,,,France,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Gummo,6.6,22891,89,"$1,300,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Knew Too Little,6.6,22864,94,"$20,000,000",,USA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Boys & Girls Guide to Getting Down,6.6,2272,,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faubourg 36,6.6,2268,,,,France,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Arme Riddere,6.6,2245,90,,,Norway,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flandres,6.6,2239,91,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
My Brother the Devil,6.6,2235,111,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Make the Yuletide Gay,6.6,2232,89,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jack City,6.6,22254,97,"$8,500,000",,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Nightwatching,6.6,2217,134,"$7,500,000",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Beautiful People,6.6,2208,107,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Secuestro express,6.6,2203,,,,Venezuela,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Madigan,6.6,2195,101,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Himlen ?r oskyldigt bl?,6.6,2193,110,,,Sweden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Csak szex ?s m?s semmi,6.6,2191,,"$1,100,000",,Hungary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolf Totem,6.6,2178,121,"$38,000,000","$123,415,927 (worldwide)",China,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabse Bada Khiladi,6.6,2167,162,,,India,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery, Alaska",6.6,21614,119,"$28,000,000",,Canada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Merry Gentleman,6.6,2159,,"$5,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Howling,6.6,21472,91,"$1,000,000",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Take This Waltz,6.6,21455,116,,,Canada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Omega Man,6.6,21440,98,,,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Play the Game,6.6,2140,,"$1,100,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Demetrius and the Gladiators,6.6,2137,101,"$4,500,000",,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"'Je vous salue, Marie'",6.6,2136,,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Palookaville,6.6,2134,92,,,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Thing About My Folks,6.6,2133,,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seung sing,6.6,2125,,"$8,000,000",,Hong Kong,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Dying Gaul,6.6,2124,,"$4,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Flaming Star,6.6,2119,101,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mermaids,6.6,21083,110,"$31,000,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Prince of Persia: The Sands of Time,6.6,209055,116,"$200,000,000","$335,154,643 (Worldwide) (23 September 2010)",USA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Mosquito Coast,6.6,20894,117,"$25,000,000",,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Le retour du grand blond,6.6,2087,,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take the Lead,6.6,20849,118,"$30,000,000","$65,742,529 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ziegfeld Follies,6.6,2079,110,"$3,240,816",,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gau ngao gau,6.6,2075,,,,Hong Kong,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Zorro,6.6,2074,124,,,Italy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lo,6.6,2074,80,,,USA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Cabiria,6.6,2070,181,"$210,000",,Italy,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Tourn?e,6.6,2069,111,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hollywood Ending,6.6,20590,112,"$16,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mad Monster Party?,6.6,2055,94,,,USA,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
Outland,6.6,20524,112,"$16,000,000",,UK,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Unmade Beds,6.6,2052,97,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La bestia nel cuore,6.6,2045,120,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
New Jersey Drive,6.6,2043,98,"$5,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Los ojos de Julia,6.6,20340,118,,"$1,716,803 (Worldwide) (May 2012)",Spain,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
VIPs,6.6,2034,95,,,Brazil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Poupoupidou,6.6,2028,102,,,France,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
John Carter,6.6,201700,132,"$263,700,000","$284,139,100 (Worldwide) (20 December 2014)",USA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
L'as des as,6.6,2009,100,,,France,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnetou - 2. Teil,6.6,1992,,,,West Germany,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Y?kai daisens?,6.6,1980,,,,Japan,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Contre-enqu?te,6.6,1979,,,,France,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lords of Discipline,6.6,1976,102,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Start the Revolution Without Me,6.6,1975,90,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Pimp,6.6,1964,87,"$650,000",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Road to Hong Kong,6.6,1961,91,,,UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otets i syn,6.6,1960,,,,Russia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Victory,6.6,19599,116,"$10,000,000","$27,453,418 (worldwide) (1981)",USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Breaking and Entering,6.6,19559,120,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Undercurrent,6.6,1955,116,,,USA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Gordos,6.6,1953,,,,Spain,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Louise-Michel,6.6,1953,,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun faa sau si,6.6,1952,94,,,Hong Kong,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mosura,6.6,1950,101,,,Japan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Stealing Beauty,6.6,19435,118,"$10,000,000",,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Steve Jobs: The Man in the Machine,6.6,1943,128,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Halls of Montezuma,6.6,1937,113,,,USA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Heart of Me,6.6,1929,96,"$7,000,000",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
B.A. Pass,6.6,1920,95,,,India,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alceste ? bicyclette,6.6,1916,104,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Haakon Haakonsen,6.6,1902,92,,"$15,100,000 (worldwide) (1990)",Norway,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ride in the Whirlwind,6.6,1901,82,"$70,000",,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Valachi Papers,6.6,1890,,,,France,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Touch of Class,6.6,1885,106,,,UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Timescape,6.6,1882,99,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Fast & Furious,6.6,187863,107,"$85,000,000","$363,164,265 (Worldwide) (2 June 2009)",USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
London,6.6,18735,92,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Albert Nobbs,6.6,18614,113,"$8,000,000","$7,532,259 (worldwide)",UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Immigrant,6.6,18516,120,"$16,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Les grandes vacances,6.6,1850,84,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Private Function,6.6,1847,94,,,UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wonderland,6.6,18381,104,"$5,000,000","$2,466,444 (Worldwide)",USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Salinger,6.6,1832,,"$2,000,000",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Morning Glory,6.6,1831,74,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Grumpier Old Men,6.6,18245,101,"$25,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trudno byt bogom,6.6,1821,177,"$7,000,000",,Russia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Selena,6.6,18205,127,"$20,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gunner Palace,6.6,1819,85,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Occhio alla penna,6.6,1818,90,,,Italy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stakeout,6.6,18100,117,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blind Terror,6.6,1807,,,,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Homesman,6.6,18068,122,"$16,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Crustac?s & coquillages,6.6,1804,96,,,France,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Zoolander,6.6,180181,89,"$28,000,000","$60,780,981 (Worldwide)",Germany,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Weights,6.6,17916,100,,,USA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Saw II,6.6,178717,95,"$4,000,000","$147,748,505 (worldwide)",USA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Matango,6.6,1786,89,,,Japan,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
Don Jon,6.6,177873,90,"$6,000,000","$30,450,756 (worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Other Guys,6.6,177555,116,"$100,000,000","$170,432,927 (Worldwide)",USA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callas Forever,6.6,1769,,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Tatt av kvinnen,6.6,1762,90,,,Norway,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Whisperer in Darkness,6.6,1753,103,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Diary of a Wimpy Kid: Rodrick Rules,6.6,17495,,"$21,000,000","$72,417,394 (Worldwide)",USA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vigilante,6.6,1747,90,,,USA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
To Write Love on Her Arms,6.6,1737,118,"$3,400,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Arn: Tempelriddaren,6.6,17333,139,,,Sweden,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
White Squall,6.6,17317,129,"$38,000,000",,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aces High,6.6,1724,114,,,UK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Gimme the Loot,6.6,1724,79,,,USA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Austin Powers: The Spy Who Shagged Me,6.6,172044,95,"$33,000,000","$312,016,858 (worldwide)",USA,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Clubland,6.6,1720,105,,,Australia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
What If...,6.6,1720,111,,,USA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
The Roman Spring of Mrs. Stone,6.6,1718,103,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Vysotskiy. Spasibo, chto zhivoy",6.6,1714,128,"$12,000,000",,Russia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Provoked: A True Story,6.6,1705,113,,,UK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kanikuly strogogo rezhima,6.6,1700,113,,,Russia,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plaza Suite,6.6,1699,114,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sennentuntschi,6.6,1690,110,,,Switzerland,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Le v?lo de Ghislain Lambert,6.6,1686,119,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Amar te duele,6.6,1682,,"$5,000,000",,Mexico,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Before the Rains,6.6,1674,98,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Dark Blue,6.6,16575,118,"$15,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Suriyothai,6.6,1649,185,,,Thailand,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Silent Hill,6.6,163858,132,"$50,000,000","$97,607,453 (Worldwide) (April 2007)",Canada,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Interview with the Assassin,6.6,1638,88,"$750,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Second Best Exotic Marigold Hotel,6.6,16370,122,"$10,000,000",,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hoffa,6.6,16353,140,"$35,000,000",,France,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rendez-vous,6.6,1635,82,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Beach,6.6,163444,119,"$50,000,000","$144,056,873 (worldwide)",USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Miehen ty?,6.6,1630,97,,,Finland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
En soap,6.6,1630,104,,,Denmark,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Svidd neger,6.6,1625,,,,Norway,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
Deewangee,6.6,1624,169,,,India,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Rien ne va plus,6.6,1623,,,,France,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Babes in Arms,6.6,1622,94,"$748,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rollerball,6.6,16189,125,,,UK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ceux qui m'aiment prendront le train,6.6,1611,122,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Hunger,6.6,16090,97,,,UK,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
The Beast with Five Fingers,6.6,1606,88,,,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
None But the Lonely Heart,6.6,1595,113,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Follow That Dream,6.6,1593,109,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Thirty-Nine Steps,6.6,1593,102,,,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
That Night,6.6,1591,89,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
La nostra vita,6.6,1584,98,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Postman Always Rings Twice,6.6,15820,122,"$12,000,000","$44,376,625 (worldwide)",USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Where Angels Fear to Tread,6.6,1571,,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Aelita,6.6,1568,104,,,Soviet Union,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Cloak and Dagger,6.6,1568,106,,,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Dr Jekyll & Sister Hyde,6.6,1557,97,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Meu Tio Matou um Cara,6.6,1551,87,,,Brazil,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EuroTrip,6.6,154088,93,"$25,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kantoku ¡P Banzai!,6.6,1540,108,,,Japan,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jerry and Tom,6.6,1538,107,"$5,000,000",,USA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otoko-tachi no Yamato,6.6,1536,145,,,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Battle Cry,6.6,1534,149,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Two Weeks,6.6,1533,102,"$2,400,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Center Stage,6.6,15248,115,"$18,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Fri os fra det onde,6.6,1521,100,,,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rush Hour 2,6.6,151540,90,"$90,000,000","$347,325,802 (Worldwide)",USA,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Forget Me Not,6.6,1514,93,,,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
White Fang,6.6,15128,107,"$14,000,000",,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
More,6.6,1506,112,,,West Germany,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
